,twitter_id,twitter_login,first_name,gender
189,4871154202,reecefurniture,reece,Male
190,740032256429953024,tr2far22,tyler,Male
191,739901989123960832,deyounsc,sarah,Female
192,306573768,AshleyVoos,ashley,Female
193,531490780,RoseGeorossi,rose,Female
194,78922315,docressler,david,Male
195,740007190312849408,kimemnguyen,allure,Female
196,22647212,SharonStarry,sharon,Female
197,69711984,msasanders10,angie,Female
198,50841215,andrewpeterson1,andrew,Male
199,154518852,vmahaffe,victor,Male
200,46488165,LarryHolmes007,larry,Male
201,726702714,Hollistwos,scott,Male
202,739135519632855040,douladevona1,devona,Female
203,2338850610,AmyPangle,amy,Female
204,2156304666,Milesthemonsta,miles,Male
205,80702563,petergnovak,peter,Male
206,3614629516,benjmic1,ben,Male
207,523826198,michaelmagnanti,michael,Male
208,739953207149887488,S_asha_J,sasha,Female
209,1237060946,PearlBosworth,pearl,Female
210,126157721,dowd_jason,jason,Male
211,1238183886,KellyPearl3,kelly,Female
212,58628315,dmaguiar,daniel,Male
213,3249820478,KellyNoel85,kelly,Female
214,707882562975305728,FitRN01,jennifer,Female
215,186145900,JWayEnviro,jim,Male
216,3016768874,John__Osberg,john,Male
217,781293,martinvars,martin,Male
218,34655231,lizlinder,liz,Female
219,1337992758,agnes_stanton,agnes,Female
220,736575848535457792,conway_kev,kevin,Male
221,511832760,stephdvelis,stephanie,Female
222,3380678481,heidi_coen,heidi,Female
223,2880710840,iamnysom,laura,Female
224,27569558,tbrookshire,terri,Female
225,3004782671,WyattCoin,wyatt,Male
226,182614049,vejnp,victoria,Female
227,81872871,SSonday8,sarah,Female
228,4785265094,iamhappyat40,heather,Female
229,4891897421,jimmy_falen,falen,Female
230,49146243,Sam_Lewis2009FL,sam,Male
231,295807651,jean_criss,jean,Female
232,46145249,billydawson1,billy,Male
233,739829212010283008,bocaveincenter,robert,Male
234,4389706103,SylviaY711,sylvia,Female
235,171331212,Darrensitcom,darren,Male
236,739237774923051008,clara_micolupo,clara,Female
237,282050463,airjordan1014,jordan,Male
238,2471018322,Sean_P_Connelly,sean,Male
239,800233620,rvclint,bob,Male
240,728767686537297920,queenmac0430,mandy,Female
241,739626178646966272,annietut9000,alah,Female
242,32737526,kachst,karen,Female
243,735162364727681024,PrecisionCareP,stanley,Male
244,2161372156,JackRipperwolf,jack,Male
245,21339261,RJBigFella,randy,Male
246,2944215372,reidenbach1130,anastasia,Female
247,31240155,RealEstateManA1,nigel,Male
248,739661821993439232,angel_varney1,angel,Male
249,622426455,Brian_BWJ,brian,Male
250,4819922127,jmako212,john,Male
251,736290401011654656,SaucyNurse316,sarah,Female
252,352858782,reevesmarket,stacey,Female
253,739626652163006464,dkarelflores,karel,Female
254,221965446,StephDonUF,stephanie,Female
255,1005626454,DrDrewRX,cassie,Female
256,22720259,AaronVachon,aaron,Male
257,739633010778079232,kellylynnkitten,paula,Female
258,4162719257,realRobCorley,robert,Male
259,933369230,hope21_diana,diana,Female
260,64101436,SabrinaBoothe,sabrina,Female
261,739613543264178176,CarlHolditch,carl,Male
262,22097588,ellencall,ellen,Female
263,2201677363,jeffstar45,jeff,Male
264,60718489,MichaelRNadeau,michael,Male
265,48704475,txlonghorn1998,sandra,Female
266,54357398,jassyrider,donna,Female
267,733456847609450496,giginico__,regina,Female
268,697648043382935552,KConn1212,katie,Female
269,463304547,JeanAtVGNP,jean,Female
270,266740291,elnahamp,elna,Female
271,739564874292973568,kaitlynburnett_,kaitlyn,Female
272,72209852,tweetknowledge,paul,Male
273,735261656431763456,goinggymfree,marc,Male
274,87567189,browneyedANDREA,andrea,Female
275,16908369,WJXTBakari,bakari,Male
276,1006955594,paulisotov,paulina,Female
277,535756560,ijacks93,isaac,Male
278,44675393,JLSMIT27,jessica,Female
279,15266000,Dev0ra,deb,Female
280,3332034034,WilliamRambo6,william,Male
281,2551144375,braden_hoyer,braden,Male
282,4783941259,BrewerInsuranc1,brewer,Male
283,735472565599211520,GenMedPA,general,Male
284,398896731,A78Panchal,arti,Female
285,492580926,JessKuperavage,jessica,Female
286,732686260838531072,BarryHayutXcite,barry,Male
287,31177243,finniffer,jenn,Female
288,2749141931,ssstevens11,sarah,Female
289,145427993,AndrewJWagoner,andrew,Male
290,702692146680352768,ansakhuja,ankit,Male
291,14543389,Dawn_Pattee,dawn,Female
292,39087736,mtabd5,mark,Male
293,2791858769,mzholmes81,erica,Female
294,714248597169127424,beth_rosellini,beth,Female
295,735142602383593472,PaulGidleyMD,paul,Male
296,2373377292,gonebezerk00,april,Female
297,589462009,DSArtDon,don,Male
298,739034121532375040,bn_biscuits,brittany,Female
299,54588353,OdehLaw,reem,Female
300,2955742057,zoliahr,zoli,Female
301,969536354,ChasinChase24_7,justin,Male
302,21783625,IamAmikaW,amika,Female
303,2957006181,Kimble_Indy,kimble,Male
304,76304045,abarry1220,amanda,Female
305,734853277674831872,ChasityNelson86,chasity,Female
306,68762589,LuvVito,elisa,Female
307,23880589,Chesneys1,dennie,Male
308,517144126,dsnyder234,david,Male
309,14495000,Kwass,ethan,Male
310,28323443,BrianDavis07,brian,Male
311,2615894454,AlexisRJames,alexis,Female
312,2882761110,Mecovisuals,melanie,Female
313,14233007,ghayman,gary,Male
314,97279429,Monterey_Amy,amy,Female
315,25226815,y2kinards,michelle,Female
316,734774778691780608,mikafosterSPT,mikaila,Female
317,206363516,livingwellspace,barbara,Female
318,53935678,ktkozar,katie,Female
319,39910668,GPharm,graham,Male
320,721334546877296640,JennyK_livewell,jenny,Female
321,1959401377,ezek0002,young,Male
322,734482516250234880,PristineHIS,pristine,Female
323,223982343,MonteAtkins,monte,Male
324,288601877,staceywarren1,stacey,Female
325,321173127,primafacae,beverly,Female
326,739233747233447936,KingHamud,mohamud,Male
327,733308816113192960,NaturalGrubbin,natural,Female
328,1131544993,JohnnyB_REALTOR,johnny,Male
329,698869296764682240,drewodonnell14,drew,Male
330,736204790825390080,rosa_rios2016,rosa,Female
331,1706459719,queertodd,todd,Male
332,26970198,CharlesFrost,charles,Male
333,719518123,Miranda_Hayness,miranda,Female
334,2728803627,CDaw16,caleb,Male
335,2929989195,stefani_burgess,stefani,Female
336,739182946507096064,Dr_Robinson_ENT,aaron,Male
337,733716990112714752,rpirnatpharma,ryan,Male
338,24636397,datkeezy,john,Male
339,1561609063,HillhHill,carrie,Female
340,739172731468447744,heart_climb,heart,Female
341,707046656437387264,Christy56074523,christy,Female
342,1566225817,KellyWhiteMFT,kelly,Female
343,701426351,rickey_raven,rickey,Male
344,717848894500167680,poigbinovia,peter,Male
345,2272007857,Kaitbaker86,kaitlin,Female
346,4175366296,masonr1123,mason,Male
347,2646412568,dkredeemed,davina,Female
348,724761842,dmbratti,dana,Female
349,733841565668364288,bestkneebrace,troy,Male
350,2266532501,5Hallaj,shahin,Male
351,849985956,JustinKuvich,justin,Male
352,353442652,StephenCarrera,stephen,Male
353,4917960324,JohnGBaresky,john,Male
354,949091276,balittle85,blake,Male
355,36918146,nysteanders,anders,Male
356,26322651,RevScottBenj,scott,Male
357,402198947,biancabobnyc,bianca,Female
358,19545292,gabrielcordero,gabriel,Male
359,133123759,Miguelserratoff,miguel,Male
360,712004157033435136,Rhodes_MGT,rhodes,Male
361,3651534501,danabyrnemd,dana,Female
362,273564038,ShayBrady0427,shaylyn,Female
363,126373341,nyresidentialRE,vannessa,Female
364,316244532,TimLordan,tim,Male
365,2368191728,MCatFields,marycatherine,Female
366,73775441,TerraNovaLupe,lupe,Female
367,838382202,Hanan_ALrammah,hanan,Female
368,399129934,LightfootInHwd,tommy,Male
369,2854590716,eileenhuangmph,eileen,Female
370,89802513,jimsabogal,jim,Male
371,4845019813,Nurseysmurf06,erika,Female
372,716967446,fogg_foggandrea,andrea,Female
373,2686985202,KateDOConnor,kate,Female
374,4195835680,njr411nancy,nancy,Female
375,3014621031,rileypittman92,riley,Ambiguous
376,72873855,MelissaRieger,melissa,Female
377,710538333110329344,RecrtrCheryl,cheryl,Female
378,15059472,TVBikerDad,chris,Male
379,2716226761,grawagner25,gina,Female
380,721057875716673536,lizdziubela,elizabeth,Female
381,34118830,___sabs,sabrina,Female
382,3438247426,J_n0b,jack,Male
383,2533198824,KristyatBIO,kristy,Female
384,169440669,DannyScalise,danny,Male
385,4323904222,countryldy8122,cynthia,Female
386,738864570308136960,ErinAdvaMedConf,erin,Female
387,2405153786,alana_fb,alana,Female
388,738876970113458176,kelseythehappy3,kelsey,Female
389,418325782,Edge1166,ej,Male
390,2707616568,AngelpuppyD,diana,Female
391,466600497,Kennywoodsen,kenny,Male
392,732675512804446208,hughesadvocacy,hughes,Male
393,69856183,JESSICASAGE3,jessica,Female
394,733016993935151104,PatriciaSiple,patricia,Female
395,732897940382068736,meyerlynnie1,lynnie,Female
396,280239639,gretajarboe,greta,Female
397,88473634,dsonnier62,debbie,Female
398,199410618,Fantuantuan0618,huan,Male
399,62373749,tjsdomer2,tom,Male
400,286457301,tlmiller06,tracy,Female
401,12970132,ByronBurkeLive,byron,Male
402,19029336,pegballman,peggy,Female
403,124727863,TheDeansList1,ella,Female
404,48519410,JenSkrukrud,jenna,Female
405,471242254,KathyGowenNeal,kathy,Female
406,732603544050630656,AlandaBarash,alanda,Female
407,3198607616,notoriouskrissy,kristen,Female
408,4172027067,Allenma12495152,allen,Male
409,2329084981,EPCrystal,crystal,Female
410,2600646494,massageteam45,shawn,Male
411,738807421871652864,JennaSkrukrud,jenna,Female
412,703702113897984000,GenysisEdu,genysis,Female
413,2614815257,MarianMusgroveL,marian,Female
414,412431225,mmmrunscbus,megan,Female
415,170574595,POWERCHAIR50TH,paul,Male
416,732633474499260416,lizsti20,liz,Female
417,411475185,mark_aviles,mark,Male
418,1245249811,ArleneMpls,arlene,Female
419,15452859,DawnSandomeno,dawn,Female
420,14549086,deanruben,dean,Male
421,1199280331,NurseBurke,karen,Female
422,346243889,LittleBopeTweet,karen,Female
423,738758952410701824,Dgreenhill711,daniel,Male
424,282790457,DoktaJayy,jay,Male
425,247056563,FLIGHTLEVEL77,james,Male
426,735696137957449728,lindseytattory,lindsey,Female
427,738736732980412416,DRsMedSupply1,daniel,Male
428,4925926405,powerprojectmd,power,Male
429,26038346,edischner,ed,Male
430,821395076,LoriFazio,lori,Female
431,2435661590,drugfreeswfl,deborah,Female
432,58840201,AFWhittemore,annette,Female
433,562349265,fronafileccia,frona,Female
434,722178567312916480,robertawalker66,robert,Male
435,738700307539070976,Johnny845s,johnny,Male
436,738688325859573760,MelanieCorch,melanie,Female
437,30501131,KellyHagerGroup,kelly,Female
438,4835469437,thefitnurse,little,Male
439,54378853,CarolinaColey,trisha,Female
440,4603443440,debbitaylor1965,debbi,Female
441,2418845350,Gtotheinger,ginger,Female
442,709573195523891200,_LiveInPeace_,sarah,Female
443,2631087336,OTTGenya,genya,Female
444,1340493260,aglazie,alan,Male
445,2562226861,haley_dunnam,haley,Female
446,123592216,cissy_proctor,cissy,Female
447,738553037678055424,nicholascliu,nicholas,Male
448,50664251,headandneckpath,lester,Male
449,714088706936676352,Custermj1,janie,Female
450,4020188596,shana_locklair,shana,Female
451,727948558679166976,laura_lemoon,laura,Female
452,13536732,rbenvin,rich,Male
453,22386793,ArtistVanda,vanda,Female
454,3570697343,DianaGiannatta1,diana,Female
455,1380708150,HermesOK,hermes,Male
456,1419093738,SaryaSmiles,sarya,Female
457,468851705,erinewright,erin,Female
458,152170084,Racejude,judy,Female
459,34001390,jennahlik,jen,Female
460,3021376005,pamela_moulton,pamela,Female
461,24088591,Allen212,allen,Male
462,24889469,ronalar,ronald,Male
463,23115434,SoulWomen,diane,Female
464,238401861,starpt4u,star,Female
465,17665057,motoole125,mike,Male
466,233811948,firecop10,brian,Male
467,30051892,gko82,grace,Female
468,713520031,TerriSprings,terri,Female
469,363377693,donabog1,donald,Male
470,737760643500118016,JanetLGbur,janet,Female
471,43319726,mhttco,hagen,Male
472,962978898,GinaMcClinton,gina,Female
473,4662228492,zebulon_bradley,zebulon,Male
474,2493514479,cuteydee100,danielle,Female
475,605590090,LLaughlinEsq,laura,Female
476,3064198140,707Amber,amber,Female
477,90570778,ZachBoychuk,zach,Male
478,419723805,AmandaSmart61,amanda,Female
479,15571966,Laura_H,laura,Female
480,735277825528201216,bexhymanIDS,bex,Male
481,94119901,_kelC,kelsey,Female
482,35121724,andrews36,andrew,Male
483,738375304872398848,campanelli_gina,gina,Female
484,33580268,debh1028,deb,Female
485,430771297,Janetvasquezpr,janet,Female
486,326244045,kathyj6688,kathy,Female
487,732951970571530240,wilton_pt,wilton,Male
488,33615542,bpiccolomini,bern,Male
489,41533898,raj1mehta,raj,Male
490,2317771694,Ta7rmpMike,mike,Male
491,270687107,josievaught,josefine,Female
492,729016253726208000,AnnHam8,ann,Female
493,4183132044,magneticsoup333,mark,Male
494,3169902394,KimmieKocktail,kimmie,Female
495,43809343,abulletaway,ian,Male
496,393048761,tkwooten11,tiffany,Female
497,737832047155261440,NeuroFreak11,julie,Female
498,872361193,spincity615,spencer,Male
499,45259024,carrieann25411,carrie,Female
500,2666912690,ibebambam,bam,Male
501,473076903,RemingtonMedInc,remington,Male
502,263879907,6566nettie,jeanette,Female
503,738181780906246144,cypressmedmgt,cypress,Ambiguous
504,3098468269,smida2118,dana,Female
505,722850649294168064,CCDoulaServices,merrie,Female
506,735854016593334272,dreamittolife,kristin,Female
507,403026208,austinrramsey,austin,Male
508,4010344955,Avonlea_A,avonlea,Female
509,325126524,btrading_co,fred,Male
510,97514927,BCFloris,betty,Female
511,1293038275,SirianHybrid,manuel,Male
512,732404291604910080,Johubme,jordan,Male
513,57821907,ktmiggo17,katie,Female
514,3121769263,MBeckAZ,michael,Male
515,3752094255,LaCanteraUT,la,Female
516,224444559,poetinpa,denise,Female
517,730141067593424896,HireAPhysician,peter,Male
518,707235499,MarcieTimmerman,marcie,Female
519,737394192733724672,AbennettAmber,amber,Female
520,233360799,Oma_Hamou,oma,Female
521,1915564789,TBelizle,taci,Female
522,128239751,mschemist96,nicole,Female
523,197523895,kimmcg8568,kim,Female
524,2183176976,strigiler,juan,Male
525,3882558275,leah_sieck,leah,Female
526,2527962330,MervynShoals,mervyn,Male
527,1344736980,rowe_bsrhub055,brenda,Female
528,3010442038,carminelbo,paul,Male
529,19486872,Nangillw,,NA
530,80422269,HRpro,paula,Female
531,45343421,Chad_Hartman,chad,Male
532,3341620396,RDC_SmileHub,regional,Male
533,2521212904,stanton_rs,robin,Female
534,259902236,margaretshepard,margaret,Female
535,60944706,bwarner2,bonnie,Female
536,23446217,RCLdelC,rosa,Female
537,702634120439062528,76Bushmaster,james,Male
538,508268877,jmmulac,jenna,Female
539,1367837016,deemccarthy14,dee,Female
540,238398835,CarliDavis,carli,Female
541,729829109073883136,Lovelyheart2016,shantel,Female
542,2147935010,gunnyzgirl,april,Female
543,2738142916,gdcros08,my,Female
544,22109859,snappygood,lynda,Female
545,726488817084039168,shapinghealth,bernhard,Male
546,45926093,songwritersbest,willy,Male
547,718375439367028736,sumohan7,sudha,Female
548,420660738,KennethAdamo,kenneth,Male
549,2567195751,Noel4Sheriff,jamey,Male
550,56420703,baroni101,erin,Female
551,28365823,thatchrisford,chris,Male
552,719711143619465216,RichWrightSD26,rich,Male
553,2180992561,AshlyMiller7,ashly,Female
554,4704925405,katecusemom,kate,Female
555,22820769,JamesBolosh,james,Male
556,737814695625687040,_mariamosman,mariam,Female
557,4021934597,jjrichardson83,jeremiah,Male
558,64363300,brain_md,juan,Male
559,84372590,a_shenkin,aaron,Male
560,718605381287743488,RobinNeglia1,robin,Female
561,54051162,jeffreyhansp,jeffrey,Male
562,161461853,StephStephens,stephanie,Female
563,84114397,esharesearch,esha,Female
564,1526757745,BriannaMFrost,brianna,Female
565,34724069,JayCardiello,jay,Male
566,44175732,timwheels,tim,Male
567,732986367630790656,PreciousPlate,precious,Female
568,143457523,stephaniboatman,stephanie,Female
569,21679820,Daryldav,daryl,Male
570,212773797,mmwineguy,michael,Male
571,301074881,The_Situasian2,val,Male
572,121235453,SabaUniv,saba,Female
573,4865647209,ChandraBailey10,chandra,Female
574,306263289,steele_bob,bob,Male
575,42924589,hanesn3,nicole,Female
576,1162758265,fanifoundation,esther,Female
577,31595926,srj022,susan,Female
578,115989415,ThePerfeckStorm,craig,Male
579,737678251527667712,RadiologyEDU,mike,Male
580,165755608,Jennifer_Oddo,jennifer,Female
581,1104964933,Haley_Lorah,haley,Female
582,70011605,sockeyesupply,michael,Male
583,561741407,BarryMatson,barry,Male
584,3739263137,jack_leeber,jack,Male
585,505126710,ColleenMcLaugh5,colleen,Female
586,526929869,RhondaBentzen,rhonda,Female
587,213554296,shepd1,dave,Male
588,2526819177,irvingfan36,donna,Female
589,439653156,NewtonJanice,janice,Female
590,244982704,ElizabethRayMS,elizabeth,Female
591,4900598962,Dolfphyn,dianne,Female
592,30944340,billknight2,bill,Male
593,713420604330749952,MyHomeBiotic,my,Female
594,26435612,LaurenBLytle,lauren,Female
595,734630712754745344,ReckAnnie,annie,Female
596,399228850,yappeun,justin,Male
597,464238774,dotoole2,danny,Male
598,166682203,summertheron,summer,Female
599,197014120,timminnow,tim,Male
600,18238186,MuitoFina,anna,Female
601,242138632,Nora50Moya,nora,Female
602,820492130,ITSBEKSXO,rebekah,Female
603,431070856,meadbob,robert,Male
604,4829943898,CC_RWittmer,randy,Male
605,733047040779898880,jahjah_photo,jen,Female
606,19972039,sserb,scott,Male
607,727224146116136960,healthmedupdate,janet,Female
608,3167875554,ktcollopy,kevin,Male
609,475514114,CassidyMcCartan,cassidy,Female
610,3089915811,TravelAssistnce,travel,Male
611,134831026,drewzilla1234,drew,Male
612,3719867602,carol_friesen1,carol,Female
613,2473869824,EcosystemGarden,terri,Female
614,31515559,gottsled,debra,Female
615,1231927200,astridvoxx,astrid,Female
616,21565409,webdancer_50,laura,Female
617,1643131838,sharma__sanjay,sanjay,Male
618,35964959,JCascella1,john,Male
619,726086575050862592,NeldaMercerRD,nelda,Female
620,727482116347334656,tameka_shanae,tameka,Female
621,737232176505192448,tonygriffin1984,tony,Male
622,715628681931128832,acurtisfitness,alex,Male
623,711695574861414400,CherylMacishere,cheryl,Female
624,729011977071304704,killjoyinchloe,tina,Female
625,2608578524,aliherzalla,ali,Male
626,1257977196,yvfuentes,yvette,Female
627,193811777,AlshehriUSA,ali,Male
628,737074065089961984,maninthebox24,jason,Male
629,736037971938312192,ElisaChongMD,elisa,Female
630,736455175070580736,loribeefaith,lori,Female
631,314590317,YohanVetteth,yohan,Male
632,4504281447,njtzoumas,nick,Male
633,2327905970,RyanDanzinger,ryan,Male
634,2661227047,frank_siguenza,francisco,Male
635,736959251931758592,betsy_thede,betsy,Female
636,86845684,SugarorSpice79,jenn,Female
637,1643148288,WRiesselman,weston,Male
638,2998887356,jrbrosterhous,julia,Female
639,736750520958746624,DownesBridget,bridget,Female
640,214862254,bjeff57,jeff,Male
641,1340771880,MarkclaytonMark,mark,Male
642,1673844510,RobertSherk,robert,Male
643,736605507247427584,bryandjordan8,michael,Male
644,701442173200371712,wix_elizabeth,elizabeth,Female
645,2918151825,vabuckeye40,sheila,Female
646,735305950433665024,jdon81,jeffrey,Male
647,69041445,sportzrunner,constance,Female
648,4725399014,futuristchicano,alejandro,Male
649,3096624625,RD_Mullin,david,Male
650,1547040270,BNoyes113,brian,Male
651,724350385486368768,MK_HonorTech,margaret,Female
652,3612683783,Genesis_DNA,genesis,Female
653,736272929592348672,NtaraJustin,justin,Male
654,732210883011719168,AnnaPycinska,anna,Female
655,625153996,johnhcasey,john,Male
656,4267870642,projectMADDoc,ra,Male
657,123789941,AskCheyB,cheyenne,Female
